Date,PE_ratio,CAPE
1952-03-31,9.920833333333333,12.362339087390364
1952-04-30,9.974789915966387,12.24272868326688
1952-05-31,10.055084745762713,12.200478761945837
1952-06-30,10.418803418803419,12.447881581789366
1952-07-31,10.687484818913608,12.669112889622479
1952-08-31,10.699731869308597,12.678378236328621
1952-09-30,10.500000000000002,12.434678020425505
1952-10-31,10.221924468995041,12.13118355868687
1952-11-30,10.487415520369385,12.47346976551531
1952-12-31,10.85,12.933964306161373
1953-01-31,10.863070539419086,13.010773447995183
1953-02-28,10.685950413223141,12.859346880687902
1953-03-31,10.695473251028805,12.83481934009249
1953-04-30,10.058330992766631,12.1639014540068
1953-05-31,10.002697990198644,12.141970791867779
1953-06-30,9.54183266932271,11.62440788547008
1953-07-31,9.626168594674496,11.750201645309998
1953-08-31,9.614967654444607,11.715076201734
1953-09-30,9.125490196078433,11.139349357262919
1953-10-31,9.449396255721084,11.391934765421409
1953-11-30,9.709391954282633,11.644070268505766
1953-12-31,9.892430278884463,11.75444918402729
1954-01-31,10.089841598205545,12.002650554927824
1954-02-28,10.25754236853828,12.215052485432834
1954-03-31,10.419607843137255,12.420105295189968
1954-04-30,10.73706054023386,12.907868184060913
1954-05-31,11.064170649331643,13.312042238025853
1954-06-30,11.053435114503817,13.357885903658993
1954-07-31,11.48540214155291,13.833009564245325
1954-08-31,11.69922373194958,14.042112347320572
1954-09-30,11.958174904942966,14.356474143296973
1954-10-31,12.02240096836741,14.619231935730559
1954-11-30,12.279084796921417,15.117311697434385
1954-12-31,12.624548736462094,15.78906200232708
1955-01-31,12.564720664377251,15.990781062969829
1955-02-28,12.700790908180773,16.437728215987107
1955-03-31,12.33108108108108,16.21928294553779
1955-04-30,12.393859525317804,16.685266628063495
1955-05-31,12.000012765971029,16.518057827257792
1955-06-30,12.354037267080745,17.3700919634053
1955-07-31,12.96256372729122,18.454031906632867
1955-08-31,12.602957818853644,18.222326463047743
1955-09-30,12.889534883720932,18.843960654261306
1955-10-31,12.031428571428572,17.772325789386088
1955-11-30,12.626404494382022,18.83555928827389
1955-12-31,12.533149171270717,18.94236903581357
1956-01-31,12.118034874688814,18.292585385418892
1956-02-29,12.117261711580262,18.266116815127777
1956-03-31,12.869918699186993,19.371210099299958
1956-04-30,13.128415300546447,19.370593634578498
1956-05-31,12.820936639118457,18.544506591754434
1956-06-30,12.852777777777778,18.158163846958697
1956-07-31,13.727967849876032,18.856797596896786
1956-08-31,13.82793362363724,18.670937110186422
1956-09-30,13.537572254335261,17.83664079631202
1956-10-31,13.428861015354324,17.41895294863613
1956-11-30,13.354072612769832,17.120339736628257
1956-12-31,13.618768328445746,17.197522725560923
1957-01-31,13.335603389820557,16.717780078533007
1957-02-28,12.772784302433205,15.843733142229743
1957-03-31,12.950000000000001,15.900417108869165
1957-04-30,13.224057510706935,16.123704360211754
1957-05-31,13.705091508878427,16.59811078911426
1957-06-30,13.903508771929824,16.729918872472865
1957-07-31,14.115408229477953,16.868882383979795
1957-08-31,13.274144087011669,15.868942729452241
1957-09-30,12.674351585014408,15.15727448896221
1957-10-31,11.999988360826032,14.149451489483534
1957-11-30,11.85603511854566,13.73624223529848
1957-12-31,11.967359050445102,13.673246057951383
1958-01-31,12.485842597006677,13.788431552307634
1958-02-28,12.826929713026203,13.784906390337678
1958-03-31,13.410828025477706,13.925589923892938
1958-04-30,13.791530944625409,13.913501765262778
1958-05-31,14.566666666666668,14.32382496840923
1958-06-30,15.273037542662115,14.635555551956267
1958-07-31,15.782626753577519,14.957457101901133
1958-08-31,16.467184732813887,15.544566891165923
1958-09-30,17.0,15.931923184092845
1958-10-31,17.670540659584578,16.559803310351572
1958-11-30,18.18704597338802,16.988883579386336
1958-12-31,18.508650519031143,17.35835736536996
1959-01-31,18.76942493748587,17.98033934299339
1959-02-28,18.036204131499307,17.759169263611422
1959-03-31,18.057877813504824,18.200871845485636
1959-04-30,17.806634296637945,18.430753048783426
1959-05-31,17.545930924249166,18.692721439594187
1959-06-30,16.900000000000002,18.44859139706648
1959-07-31,17.519061583577713,19.090533975796514
1959-08-31,17.36842105263158,18.95880364075021
1959-09-30,16.632653061224488,18.12329055675862
1959-10-31,16.682910553257997,18.02196244151543
1959-11-30,16.815883267270586,18.07178913057022
1959-12-31,17.421828908554573,18.624728977900112
1960-01-31,17.117994100294986,18.338284994375567
1960-02-29,16.454277286135692,17.54527510894598
1960-03-31,16.23008849557522,17.286020720522153
1960-04-30,16.652373852217277,17.429766947597205
1960-05-31,16.71646490057003,17.25617057872792
1960-06-30,17.564417177914113,17.823363817264745
1960-07-31,17.111355578504167,17.376806472898117
1960-08-31,17.298961939834754,17.582113039577674
1960-09-30,16.761467889908257,17.052015467817665
1960-10-31,16.431192660550458,16.605104536251027
1960-11-30,16.96330275229358,17.146088452419004
1960-12-31,17.370030581039753,17.562090833957125
1961-01-31,18.60436137071651,18.470416986477176
1961-02-28,19.736507936507937,19.234014498298354
1961-03-31,20.750809061488674,19.84422527272557
1961-04-30,21.44299674267101,20.38284297575478
1961-05-31,21.803278688524593,20.598606843297347
1961-06-30,21.65676567656766,20.332414551592294
1961-07-31,21.54992146002035,20.146643736827325
1961-08-31,22.274942250758215,20.941688475215194
1961-09-30,22.052459016393446,20.70524304414726
1961-10-31,21.959072164615538,20.92419014101079
1961-11-30,22.61296141353278,21.857957721959675
1961-12-31,22.489028213166144,22.041480198382267
1962-01-31,21.25230769230769,21.19793140001523
1962-02-28,21.214501510574017,21.451687754873376
1962-03-31,20.857566765578635,21.44315856852624
1962-04-30,19.995122424213932,20.658336447649038
1962-05-31,18.328789205830063,19.089367498116655
1962-06-30,16.03170028818444,16.82757124479247
1962-07-31,16.32378223495702,17.141325661322796
1962-08-31,16.672364672364676,17.571262631045535
1962-09-30,16.430594900849858,17.321461147465484
1962-10-31,15.704551999485556,16.739820967901334
1962-11-30,16.570392429063872,17.854386489497152
1962-12-31,17.068119891008173,18.585836118439865
1963-01-31,17.66336440123475,19.259231693254055
1963-02-28,17.832265254945668,19.469191309671416
1963-03-31,17.70080862533693,19.288064606604838
1963-04-30,18.319732077914814,20.15007723822699
1963-05-31,18.474083868231897,20.50758586495262
1963-06-30,18.2578125,20.384149993841003
1963-07-31,17.801546391752577,19.969231885949643
1963-08-31,18.107142857142858,20.472637900527687
1963-09-30,18.396464646464644,20.960360090705116
1963-10-31,18.349246231155778,20.891344595411496
1963-11-30,18.155,20.720399335339714
1963-12-31,18.450248756218908,21.038599376737054
1964-01-31,18.76842779740409,21.627216196980946
1964-02-29,18.753619746672257,21.832670826710334
1964-03-31,18.851674641148325,22.167245585982645
1964-04-30,18.8983451536643,22.422192169737183
1964-05-31,18.859813084112147,22.574330769563844
1964-06-30,18.531177829099306,22.300288036082797
